laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
462,Dell,Inspiron 3168,2 In 1 Convertible,11.6,Touchscreen 1366X768,Intel Pentium Quad Core N3710 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 405,Windows 10,1.47Kg,479.0
463,Dell,Alienware 17,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,4.42Kg,2046.0
464,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256X1504,Intel Core M M3-7Y30 2.2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 615,Windows 10 S,1.252Kg,989.0
465,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256X1504,Intel Core I7 7660U 2.5Ghz,8Gb,256Gb Ssd,Intel Iris Plus Graphics 640,Windows 10 S,1.25Kg,1799.0
466,Hp,17-Bs092Nd (I3-6006U/8Gb/256Gb/W10),Notebook,17.3,1600X900,Intel Core I3 6006U 2Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,2.5Kg,639.9
467,Acer,Aspire E5-576G,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.23Kg,544.0
468,Acer,Travelmate B,Netbook,11.6,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 400,Windows 10,1.4Kg,435.0
469,Asus,Pro P2540Ua-Ab51,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.37Kg,749.0
470,Lenovo,Ideapad 510S-14Ikb,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Amd Radeon R7 M460,No Os,1.5Kg,799.0
471,Lenovo,Thinkpad P51,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7820Hq 2.9Ghz,8Gb,256Gb Ssd,Nvidia Quadro M2200M,Windows 10,2.67Kg,2090.0
472,Asus,X541Na-Pd1003Y (N4200/4Gb/500Gb/W10),Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 500,Windows 10,2Kg,304.0
473,Acer,Aspire 5,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Nvidia Geforce Gtx 940Mx,Windows 10,2.2Kg,469.0
474,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,2Tb Hdd,Amd Radeon 530,Windows 10,2.02Kg,759.0
475,Hp,Omen 17-An006Nv,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,12Gb,1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.78Kg,1699.0
476,Lenovo,Thinkpad T460S,Ultrabook,14.0,Ips Panel Quad Hd+ 2560X1440,Intel Core I7 6600U 2.6Ghz,12Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.4Kg,1858.0
477,Hp,Spectre X360,2 In 1 Convertible,13.3,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 8550U 1.8Ghz,8Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.29Kg,1999.0
478,Hp,Zbook 15U,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,500Gb Hdd,Amd Firepro W4190M,Windows 10,1.9Kg,1154.0
479,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400X1600,Intel Core I5 7Y57 1.2Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 615,Chrome Os,1.1Kg,1275.0
480,Dell,Latitude 7390,Ultrabook,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.42Kg,1841.85
481,Asus,Zenbook Pro,Notebook,15.6,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 6700Hq 2.6Ghz,12Gb,128Gb Ssd +  1Tb Hdd,Intel Hd Graphics 530,Windows 10,2.06Kg,1299.0
482,Dell,Latitude E5470,Notebook,14.0,1366X768,Intel Core I3 6100U 2.3Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.79Kg,740.0
483,Dell,Precision M5520,Workstation,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Quadro M1200,Windows 10,1.78Kg,2408.0
484,Lenovo,Thinkpad T470,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,180Gb Ssd,Intel Hd Graphics 620,Windows 10,1.7Kg,1364.0
485,Dell,Inspiron 3576,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,1Tb Hdd,Amd Radeon 520,Windows 10,2.2Kg,675.0
486,Toshiba,Portege X30-D-10J,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,1672.0
487,Dell,Inspiron 7570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,512Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.16Kg,1262.0
488,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.18Kg,586.6
489,Hp,Probook 430,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,128Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.49Kg,726.0
490,Chuwi,"Lapbook 15,6",Notebook,15.6,Full Hd 1920X1080,Intel Atom X5-Z8350 1.44Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics,Windows 10,1.89Kg,248.9
491,Lenovo,Thinkpad E570,Notebook,15.6,1366X768,Intel Core I3 6006U 2.0Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.3Kg,565.0
492,Lenovo,Thinkpad E480,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.75Kg,1049.0
493,Dell,Precision 3520,Workstation,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hq 2.7Ghz,16Gb,512Gb Ssd,Nvidia Quadro M620,Windows 10,2.17Kg,2338.0
494,Dell,Xps 15,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.06Kg,1899.0
495,Lenovo,Thinkpad X270,Ultrabook,12.5,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.36Kg,1798.0
496,Asus,Zenbook Ux390Ua,Ultrabook,12.5,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,0.91Kg,1950.0
497,Lenovo,Thinkpad E570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.3Kg,1011.99
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,32Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,2799.0
499,Asus,Vivobook Pro,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,1.99Kg,1350.0
500,Acer,Aspire 5,Notebook,15.6,1366X768,Amd A10-Series 9620P 2.5Ghz,8Gb,1Tb Hdd,Amd Radeon Rx 540,Windows 10,2.2Kg,579.0
501,Asus,Rog G752Vl-Uh71T,Gaming,17.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 6700Hq 2.6Ghz,24Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 965M,Windows 10,4.33Kg,1269.0
502,Lenovo,Thinkpad X260,Ultrabook,12.5,Ips Panel 1366X768,Intel Core I5 6200U 2.3Ghz,8Gb,180Gb Ssd,Intel Hd Graphics 520,Windows 10,1.3Kg,1099.0
503,Lenovo,Ideapad 520-15Ikbr,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,2.17Kg,898.9
504,Hp,Elitebook 840,Notebook,14.0,Full Hd 1920X1080,Intel Core I7 7600U 2.8Ghz,8Gb,1Tb Ssd,Intel Hd Graphics 620,Windows 10,1.48Kg,1749.0
505,Lenovo,Thinkpad 13,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.4Kg,949.0
506,Lenovo,Thinkpad L570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.3Kg,911.0
507,Asus,Vivobook E201Na,Netbook,11.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,64Gb Flash Storage,Intel Hd Graphics 500,Windows 10 S,1.2Kg,340.0
508,Hp,15-Bs026Nv (I5-7200U/8Gb/256Gb/Radeon,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Amd Radeon 520,Windows 10,1.91Kg,618.99
509,Lenovo,Yoga 920-13Ikb,2 In 1 Convertible,13.9,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.4Kg,1599.0
510,Lenovo,Ideapad 320-14Iap,Notebook,14.0,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 500,Windows 10,2.1Kg,299.0
511,Lenovo,Chromebook N23,Netbook,11.6,1366X768,Intel Celeron Dual Core N3060 1.6Ghz,4Gb,16Gb Ssd,Intel Hd Graphics 400,Chrome Os,1.25Kg,265.0
512,Lenovo,Thinkpad 13,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.44Kg,949.0
513,Asus,Zenbook Ux510Ux-Cn211T,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Intel Hd Graphics 620,Windows 10,2Kg,1224.0
514,Acer,Aspire A515-51G-59Qf,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,1Tb Hdd,Nvidia Geforce Mx150,Windows 10,2.2Kg,613.0
515,Hp,Envy 13-Ab002Nv,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.34Kg,1323.0
516,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,No Os,2.4Kg,1149.0
517,Dell,Xps 13,Ultrabook,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.29Kg,899.0
518,Acer,Aspire A515-51G,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,4Gb,500Gb Hdd,Nvidia Geforce 940Mx,Windows 10,2.2Kg,639.0
519,Dell,Vostro 5568,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.18Kg,836.0
520,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,256Gb Ssd +  2Tb Hdd,Amd Radeon 530,Windows 10,2.2Kg,1219.24
521,Xiaomi,Mi Notebook,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,256Gb Ssd,Nvidia Geforce Mx150,No Os,1.95Kg,1399.95
522,Asus,Vivobook E12,Netbook,11.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,2Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.1Kg,245.0
523,Hp,15-Bs190Od (I5-8250U/4Gb/1Tb/W10),Notebook,15.6,Touchscreen 1366X768,Intel Core I5 8250U 1.6Ghz,4Gb,1Tb Hdd,Intel Uhd Graphics 620,Windows 10,2.04Kg,521.47
524,Asus,Rog Zephyrus,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,24Gb,512Gb Ssd,Nvidia Geforce Gtx1080,Windows 10,2.24Kg,2968.0
525,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.04Kg,889.0
526,Asus,Fx753Ve-Gc155T (I7-7700Hq/16Gb/1Tb,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx1050 Ti,Windows 10,3Kg,1504.0
527,Lenovo,Legion Y720-15Ikb,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.2Kg,1399.0
528,Hp,Spectre X360,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,1399.0
529,Dell,Latitude 5480,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7300U 2.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.64Kg,1279.73
530,Hp,Probook 440,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.63Kg,689.0
531,Dell,Inspiron 5770,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon 530,Linux,2.8Kg,889.0
532,Lenovo,Thinkpad L470,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 7,2.02Kg,1340.0
533,Lenovo,Ideapad 320-15Ikb,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920Mx,Windows 10,2.2Kg,799.0
534,Lenovo,Ideapad 320-15Isk,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,8Gb,2Tb Hdd,Nvidia Geforce 920Mx,No Os,2.2Kg,459.0
535,Dell,Inspiron 3567,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Amd Radeon R5 M430,Windows 10,2.3Kg,585.0
536,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7440Hq 2.8Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.9Kg,1377.0
537,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.42Kg,3012.77
538,Toshiba,Satellite Pro,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.0Kg,860.0
539,Asus,Zenbook Ux510Uw-Fi095T,Notebook,15.6,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 960M,Windows 10,2Kg,1299.0
540,Mediacom,Smartbook Edge,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Celeron Quad Core N3450 1.1Ghz,4Gb,32Gb Ssd,Intel Hd Graphics 500,Windows 10,1.2Kg,369.0
541,Asus,Rog Strix,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.3Kg,1649.0
542,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7600U 2.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,1.93Kg,1369.0
543,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Amd Radeon 530,Windows 10,2.2Kg,797.41
544,Hp,250 G6,Notebook,15.6,Full Hd 1920X1080,Intel Pentium Quad Core N3710 1.6Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 405,Windows 10,1.86Kg,398.99
545,Hp,Omen 15-Ce006Nv,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,12Gb,1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.62Kg,1799.0
546,Lenovo,Thinkpad E470,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,1.87Kg,859.0
547,Dell,Xps 13,Ultrabook,13.3,Quad Hd+ / Touchscreen 3200X1800,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.2Kg,1399.0
548,Dell,Vostro 5468,Notebook,14.0,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,1.6Kg,735.87
549,Hp,Envy 13-Ab020Nr,Ultrabook,13.3,Ips Panel Quad Hd+ 3200X1800,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.34Kg,1145.0
550,Acer,Aspire 7,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Linux,2.4Kg,798.0
551,Asus,Vivobook X540Ya-Xx519T,Notebook,15.6,1366X768,Amd E-Series 7110 1.8Ghz,4Gb,500Gb Hdd,Amd Radeon R2 Graphics,Windows 10,2Kg,349.0
552,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,2.1Kg,705.5
553,Lenovo,Thinkpad E470,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.87Kg,785.0
554,Lenovo,V310-15Isk (I5-6200U/4Gb/1Tb/Fhd/No,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 6200U 2.3Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,No Os,2.15Kg,462.35
555,Hp,250 G6,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,1.86Kg,397.0
556,Lenovo,Thinkpad T570,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.99Kg,1729.0
557,Lenovo,Ideapad 320-15Isk,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.2Kg,499.0
558,Dell,Latitude 5580,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.9Kg,1116.99
559,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.42Kg,2699.0
560,Hp,17-X047Na (I3-6006U/8Gb/1Tb/W10),Notebook,17.3,1600X900,Intel Core I3 6006U 2Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 520,Windows 10,2.65Kg,544.15
561,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce 930Mx,Windows 10,2.63Kg,1280.0
562,Asus,A541Na-Go342 (N3350/4Gb/500Gb/Linux),Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 500,Linux,2Kg,224.0
563,Mediacom,Smartbook 130,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Atom X5-Z8350 1.44Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics,Windows 10,1.35Kg,255.0
564,Lenovo,Ideapad 320-17Ikb,Notebook,17.3,1600X900,Intel Core I7 7500U 2.7Ghz,6Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.8Kg,949.0
565,Hp,15-Bw007Nv (A10-9620P/6Gb/128Gb/Radeon,Notebook,15.6,Ips Panel Full Hd 1920X1080,Amd A10-Series A10-9620P 2.5Ghz,6Gb,128Gb Ssd,Amd Radeon 530,Windows 10,1.91Kg,568.9
566,Dell,Vostro 3568,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M420,Windows 10,2.18Kg,617.9
567,Acer,Spin Sp111-31,2 In 1 Convertible,11.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Celeron Dual Core N3350 2.0Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.25Kg,349.0
568,Lenovo,V330-15Ikb (I3-7130U/4Gb/128Gb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Core I3 7130U 2.7Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,2.05Kg,630.0
569,Hp,Elitebook 1030,Ultrabook,13.3,Ips Panel Quad Hd+ / Touchscreen 3200X1800,Intel Core M 6Y75 1.2Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 515,Windows 10,1.16Kg,1965.0
570,Lenovo,Thinkpad P71,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Quadro M620M,Windows 10,3.4Kg,2999.0
571,Asus,Fx553Vd-Dm627T (I5-7300Hq/8Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.5Kg,839.0
572,Dell,Xps 13,Ultrabook,13.3,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I5 8250U 1.6Ghz,8Gb,128Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.21Kg,1599.0
573,Dell,Latitude 5580,Notebook,15.6,1366X768,Intel Core I5 7300U 2.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.93Kg,959.0
574,Fujitsu,Lifebook A557,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.2Kg,739.0
575,Lenovo,Ideapad 320-15Iap,Notebook,15.6,Full Hd 1920X1080,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 505,Windows 10,2.2Kg,344.0
576,Lenovo,Thinkpad L470,Notebook,14.0,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.02Kg,990.0
577,Hp,Zbook 17,Workstation,17.3,1600X900,Intel Core I5 7440Hq 2.8Ghz,8Gb,500Gb Hdd,Nvidia Quadro M1200,Windows 10,3.14Kg,1860.99
578,Hp,14-Am079Na (N3710/8Gb/2Tb/W10),Notebook,14.0,1366X768,Intel Pentium Quad Core N3710 1.6Ghz,8Gb,2Tb Hdd,Intel Hd Graphics 405,Windows 10,1.94Kg,389.0
579,Hp,15-Cd005Nv (A9-9420/6Gb/256Gb/Radeon,Notebook,15.6,Ips Panel Full Hd 1920X1080,Amd A9-Series A9-9420 3Ghz,6Gb,256Gb Ssd,Amd Radeon 530,Windows 10,1.95Kg,649.0
580,Lenovo,Thinkpad E570,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.3Kg,830.0
581,Lenovo,V330-15Ikb (I5-8250U/4Gb/500Gb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2.05Kg,685.0
582,Mediacom,Smartbook 141,Notebook,14.0,Full Hd 1920X1080,Intel Atom X5-Z8350 1.44Ghz,4Gb,32Gb Ssd,Intel Hd Graphics,Windows 10,1.4Kg,249.0
583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.24Kg,1865.0
584,Lenovo,Ideapad Y910-17Isk,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 6820Hk 2.7Ghz,32Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.6Kg,2663.0
585,Msi,Gt73Vr Titan,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7820Hk 2.9Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,4.14Kg,2729.0
586,Dell,Inspiron 3567,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Amd Radeon R5 M430,Linux,2.2Kg,749.01
587,Mediacom,Smartbook Edge,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Celeron Quad Core N3450 1.1Ghz,4Gb,32Gb Ssd,Intel Hd Graphics 500,Windows 10,1.45Kg,389.0
588,Dell,Latitude 5580,Notebook,15.6,1366X768,Intel Core I5 7300U 2.6Ghz,8Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,1.9Kg,1008.52
589,Hp,Probook 430,Notebook,13.3,Full Hd 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.49Kg,719.0
